Timesheet_ID,Work_Date,Project_ID,Consultant_ID,Task_Category,Hours_Worked,Billable_Flag,Approved_Flag
TMS-002576,2024-08-01,PRJ-0209,CON-065,Analysis,8.9,Billable,No
TMS-002577,2023-06-01,PRJ-0210,CON-046,Analysis,16.6,Billable,Yes
TMS-002578,2023-07-01,PRJ-0210,CON-046,Analysis,27.4,Billable,Yes
TMS-002579,2023-05-01,PRJ-0210,CON-032,Delivery,60.1,Billable,Yes
TMS-002580,2023-07-01,PRJ-0210,CON-032,Analysis,85.3,Billable,Yes
TMS-002581,2023-05-01,PRJ-0210,CON-046,Admin,141.6,Non-Billable,Yes
TMS-002582,2023-04-01,PRJ-0210,CON-032,Delivery,27.9,Billable,Yes
TMS-002583,2023-06-01,PRJ-0210,CON-046,Delivery,117.7,Billable,Yes
TMS-002584,2023-06-01,PRJ-0210,CON-032,QA Review,189.1,Billable,Yes
TMS-002585,2023-05-01,PRJ-0210,CON-032,Delivery,25.2,Billable,Yes
TMS-002586,2023-06-01,PRJ-0210,CON-046,Delivery,37.8,Billable,Yes
TMS-002587,2023-05-01,PRJ-0210,CON-046,Delivery,66.6,Billable,Yes
TMS-002588,2023-04-01,PRJ-0210,CON-032,Delivery,51.9,Billable,Yes
TMS-002589,2023-05-01, PRJ-0210,CON-032,Analysis,29.6,Billable,No
TMS-002590,2025-04-01,PRJ-0211,CON-006,Delivery,42.9,Billable,Yes
TMS-002591,2025-05-01,PRJ-0211,CON-006,Admin,118.9,Non-Billable,Yes
TMS-002592,2025-04-01,PRJ-0211,CON-006,Delivery,11.2,Billable,Yes
TMS-002593,2025-03-01,PRJ-0211,CON-072,Analysis,58.3,Billable,Yes
TMS-002594,2025-02-01,PRJ-0211, CON-072 ,Client Workshop,140.7,Billable,Yes
TMS-002595,2025-02-01,PRJ-0211,CON-072,Delivery,88.4,Billable,Yes
TMS-002596,2025-02-01,PRJ-0211,CON-006,Admin,65.3,Non-Billable,Yes
TMS-002597,2025-03-01,PRJ-0211,CON-072,Sales Support,139.4,Non-Billable,Yes
TMS-002598,2025-03-01,PRJ-0211,CON-072,Analysis,171.3,Billable,Yes
TMS-002599,2025-02-01,PRJ-0211,CON-006,Client Workshop,113.9,Billable,Yes
TMS-002600,2025-03-01,PRJ-0211,CON-072,Analysis,100.7,Billable,Yes
TMS-002601,2025-02-01,PRJ-0211,CON-006,Analysis,78,Billable,Yes
TMS-002602,2025-04-01,PRJ-0211,con-006,Delivery,85.4,Billable,Yes
TMS-002603,2025-04-01,PRJ-0211,CON-006,QA Review,54.1,Billable,Yes
TMS-002604,2025-03-01,PRJ-0211,CON-072,Client Workshop,112.5,Billable,Yes
TMS-002605,2025-02-01,PRJ-0211,CON-006,Delivery,26.3,Billable,Yes
TMS-002606,2025-04-01,PRJ-0211,CON-006,Delivery,180.7,Billable,Yes
TMS-002607,2025-03-01,PRJ-0211,CON-072,Client Workshop,35.5,Billable,Yes
TMS-002608,2025-04-01,PRJ-0211,CON-072,Delivery,53.3,Billable,Yes
TMS-002609,2025-05-01,PRJ-0211,CON-072,Delivery,50.9,Billable,Yes
TMS-002610,2025-04-01,PRJ-0211,CON-072,Client Workshop,114.3,,Yes
TMS-002611,2025-02-01,PRJ-0211,CON-006,Analysis,110.8,,Yes
TMS-002612,2025-04-01,PRJ-0211,CON-006,Delivery,43.3,Billable,Yes
TMS-002613,2025-03-01,PRJ-0211,CON-006,QA Review,67.1,Billable,Yes
TMS-002614,2025-02-01,PRJ-0211,CON-006,Delivery,13.8,Billable,Yes
TMS-002615,2025-12-01,PRJ-0212,CON-040,QA Review,200,Billable,Yes
TMS-002616,2025-12-01,PRJ-0212,CON-040,QA Review,118.9,Billable,Yes
TMS-002617,2025-12-01,PRJ-0212,CON-040,Analysis,74.3,Billable,Yes
TMS-002618,2025-12-01,PRJ-0212,CON-040,Delivery,70.2,Billable,Yes
TMS-002619,2025-06-01,PRJ-0213,CON-007,QA Review,196.9,Billable,Yes
TMS-002620,2025-06-01,PRJ-0213,CON-007,Internal Training,122.1,Non-Billable,Yes
TMS-002621,2025-06-01,PRJ-0213,CON-007,Delivery,61.9,Billable,Yes
TMS-002622,2025-07-01,PRJ-0213,CON-038,Client Workshop,59.2,Billable,Yes
TMS-002623,2025-05-01,PRJ-0213,CON-007,Client Workshop,32.4,Billable,Yes
TMS-002624,2024-02-01,PRJ-0214,CON-067,Analysis,64.9,Billable,No
TMS-002625,2024-02-01,PRJ-0214,CON-059,Analysis,117.2,,Yes
TMS-002626,2023-12-01,PRJ-0214,CON-067,Delivery,27.4,Billable,No
TMS-002627,2024-01-01,PRJ-0214,CON-067,Delivery,89.7,Billable,Yes
TMS-002628,2024-01-01,PRJ-0214,CON-030,Delivery,145.9,Billable,Yes
TMS-002629,2023-12-01,PRJ-0214,CON-067,Delivery,156.2,Billable,Yes
TMS-002630,2023-12-01,PRJ-0214,CON-067,Client Workshop,160.9,Billable,Yes
TMS-002631,2023-12-01,PRJ-0214,CON-059,Analysis,18.1,Billable,Yes
TMS-002632,2024-02-01,PRJ-0214,CON-030,Delivery,9.9,Billable,Yes
TMS-002633,2024-01-01,PRJ-0214,CON-067,Delivery,2,Billable,Yes
TMS-002634,2023-12-01,PRJ-0215,CON-045,Delivery,74.3,Billable,Yes
TMS-002635,2023-11-01,PRJ-0215,CON-045,Analysis,153.2,Billable,Yes
TMS-002636,2023-10-01,PRJ-0215,CON-006,Admin,89.5,Non-Billable,Yes
TMS-002637,2023-07-01,PRJ-0215,CON-006,Delivery,138.4,Billable,Yes
TMS-002638,2023-07-01,PRJ-0215,CON-006,Sales Support,32.2,Non-Billable,Yes
TMS-002639,2023-09-01,PRJ-0215,CON-045,QA Review,57.7,Billable,Yes
TMS-002640,2023-05-01,PRJ-0215,CON-006,Delivery,120.2,Billable,Yes
TMS-002641,2023-06-01,PRJ-0215,CON-006,Delivery,74.5,Billable,Yes
TMS-002642,2023-08-01,PRJ-0215,CON-006,Delivery,125,Billable,Yes
TMS-002643,2023-10-01,PRJ-0215,CON-006,QA Review,145.6,Billable,Yes
TMS-002644,2023-10-01,PRJ-0215,CON-045,Analysis,90.6,Billable,Yes
TMS-002645,2023-06-01,PRJ-0216,CON-057,Analysis,118.3,Billable,Yes
TMS-002646,2023-06-01,PRJ-0216,CON-047,Analysis,176.6,Billable,Yes
TMS-002647,2023-07-01,PRJ-0216,CON-018,Delivery,159.2,Billable,Yes
TMS-002648,2023-07-01,PRJ-0216,CON-057,Delivery,161.7,Billable,Yes
TMS-002649,2023-06-01,PRJ-0216,CON-057,Sales Support,59.6,Non-Billable,Yes
TMS-002650,2023-07-01,PRJ-0216,CON-018,Delivery,32.4,Billable,Yes
TMS-002651,2023-07-01,PRJ-0216,CON-057,Delivery,173.1,Billable,Yes
TMS-002652,2023-06-01,PRJ-0216,CON-057,Admin,116.2,Non-Billable,Yes
TMS-002653,2023-07-01,PRJ-0216,CON-047,QA Review,110.4,Billable,Yes
TMS-002654,2023-06-01,PRJ-0216,CON-047,Delivery,137.1,Billable,Yes
TMS-002655,2023-06-01,PRJ-0216,CON-047,Delivery,94.4,Billable,Yes
TMS-002656,2023-06-01,PRJ-0216,CON-018,Delivery,29.5,Billable,Yes
TMS-002657,2023-07-01,PRJ-0216,CON-057,Delivery,56.9,Billable,Yes
TMS-002658,2023-07-01,PRJ-0216 ,CON-047,Delivery,186.8,Billable,Yes
TMS-002659,2023-07-01,PRJ-0216,CON-057,Analysis,13.9,Billable,Yes
TMS-002660,2025-05-01,PRJ-0217,CON-032,Delivery,33.6,Billable,Yes
TMS-002661,2025-05-01,PRJ-0217,CON-075,Analysis,18.5,Billable,Yes
TMS-002662,2024-07-01,PRJ-0218,CON-046,Delivery,24.4,Billable,Yes
TMS-002663,2024-07-01,PRJ-0218,CON-046,Admin,172.1,Non-Billable,Yes
TMS-002664,2024-06-01,PRJ-0218,CON-033,Analysis,79.8,Billable,Yes
TMS-002665,2024-05-01,PRJ-0218,CON-033,Delivery,15.3,Billable,Yes
TMS-002666,2024-08-01,PRJ-0218,CON-046,Delivery,104.4,Billable,Yes
TMS-002667,2024-06-01,PRJ-0218,CON-046,Analysis,49,,Yes
TMS-002668,2024-05-01,PRJ-0218,CON-033,Delivery,153.2,Billable,Yes
TMS-002669,2024-08-01,PRJ-0218,CON-075,Admin,196.8,Non-Billable,Yes
TMS-002670,2025-12-01,PRJ-0219,CON-077,Sales Support,74.9,Non-Billable,Yes
TMS-002671,2025-10-01,PRJ-0219,CON-048,Delivery,89,Billable,Yes
TMS-002672,2025-11-01,PRJ-0219,CON-077,Delivery,69.1,Billable,Yes
TMS-002673,2025-10-01,PRJ-0219,CON-048,Analysis,31.5,Billable,Yes
TMS-002674,2025-11-01,PRJ-0219,CON-048,Admin,18,Non-Billable,Yes
TMS-002675,2025-11-01,PRJ-0219,CON-077,Sales Support,31.8,Non-Billable,Yes
TMS-002676,2025-11-01,PRJ-0219,CON-077,Delivery,15.7,Billable,Yes
TMS-002677,2023-10-01,PRJ-0220,CON-060,Analysis,188.2,Billable,Yes
TMS-002678,2023-10-01,PRJ-0220,CON-059,Delivery,126.2,Billable,Yes
TMS-002679,2023-12-01,PRJ-0220,CON-064,Delivery,157.1,Billable,Yes
TMS-002680,2023-12-01,PRJ-0220,CON-060,Admin,122.4,Non-Billable,Yes
TMS-002681,2023-11-01,PRJ-0220,CON-030,Delivery,54.9,Billable,Yes
TMS-002682,2023-09-01,PRJ-0220,CON-060,Delivery,120.8,Billable,Yes
TMS-002683,2023-10-01,PRJ-0220,CON-064,Sales Support,108.5,Non-Billable,Yes
TMS-002684,2023-11-01,PRJ-0220,CON-064,Delivery,184.8,Billable,Yes
TMS-002685,2023-10-01,PRJ-0220,CON-059,Analysis,101.5,Billable,Yes
TMS-002686,2023-09-01,PRJ-0220,CON-064,Analysis,181.9,Billable,Yes
TMS-002687,2023-12-01,PRJ-0220,CON-030,Delivery,17,Billable,Yes
TMS-002688,2023-10-01,PRJ-0220,CON-030,Delivery,92.8,Billable,No
TMS-002689,2023-12-01,PRJ-0220,CON-059,Analysis,161.7,Billable,Yes
TMS-002690,2023-12-01,PRJ-0220,CON-064,Client Workshop,87.4,Billable,Yes
TMS-002691,2024-01-01,PRJ-0220,CON-060,Client Workshop,114.8,,Yes
TMS-002692,2023-10-01,PRJ-0220,CON-030,Delivery,151.2,Billable,Yes
TMS-002693,2023-06-01,PRJ-0221,CON-036,Delivery,180.9,Billable,Yes
TMS-002694,2023-08-01,PRJ-0221,CON-036,Admin,83.8,Non-Billable,Yes
TMS-002695,2023-06-01,PRJ-0221,CON-036,Client Workshop,107.4,Billable,Yes
TMS-002696,2023-07-01,PRJ-0221,CON-041,Delivery,33.9,Billable,Yes
TMS-002697,2023-08-01,PRJ-0221,CON-041,Analysis,14.5,Billable,Yes
TMS-002698,2023-08-01,prj-0221 ,CON-078,Delivery,118.3,Billable,Yes
TMS-002699,2023-06-01,PRJ-0221,CON-041,Delivery,66.8,Billable,Yes
TMS-002700,2023-09-01,PRJ-0221,CON-043,Delivery,48.7,Billable,Yes
TMS-002701,2023-09-01,PRJ-0221,CON-078,Delivery,122.1,Billable,Yes
TMS-002702,2023-10-01,PRJ-0221,CON-043,Delivery,14.5,Billable,Yes
TMS-002703,2023-06-01,PRJ-0221,CON-041,Delivery,128.2,Billable,Yes
TMS-002704,2023-09-01,PRJ-0221,CON-036,Analysis,168.2,Billable,Yes
TMS-002705,2023-08-01,PRJ-0221,CON-078,Delivery,73.9,Billable,Yes
TMS-002706,2023-07-01,PRJ-0221,CON-036,Admin,182.7,Non-Billable,Yes
TMS-002707,2023-10-01,PRJ-0221,CON-041,Analysis,48.8,Billable,Yes
TMS-002708,2023-08-01,PRJ-0221,CON-043,Delivery,172.8,Billable,Yes
TMS-002709,2023-07-01,PRJ-0221,CON-041,Sales Support,143.2,Non-Billable,Yes
TMS-002710,2023-09-01,PRJ-0221,CON-036,Analysis,105,Billable,Yes
TMS-002711,2025-06-01,PRJ-0222,CON-048,Analysis,190.1,Billable,Yes
TMS-002712,2025-08-01,PRJ-0222,CON-003,Client Workshop,43.8,Billable,Yes
TMS-002713,2025-10-01,PRJ-0222,CON-003,Sales Support,154.6,Non-Billable,Yes
TMS-002714,2025-08-01,PRJ-0222,CON-003,Delivery,153.4,Billable,Yes
TMS-002715,2025-08-01,PRJ-0222,CON-077,Delivery,132.7,Billable,Yes
TMS-002716,2025-07-01,PRJ-0222,con-048,Delivery,20.7,Billable,Yes
TMS-002717,2025-09-01,PRJ-0222,CON-003,Delivery,82.4,Billable,Yes
TMS-002718,2025-06-01,PRJ-0222,CON-077,Delivery,129.6,Billable,Yes
TMS-002719,2025-06-01,PRJ-0222,CON-077,Delivery,78.9,Billable,Yes
TMS-002720,2025-06-01,PRJ-0222,CON-003,Delivery,64.4,Billable,Yes
TMS-002721,2025-10-01,PRJ-0222,CON-077,Delivery,127,Billable,Yes
TMS-002722,2025-09-01,PRJ-0222,CON-048,Delivery,23.8,Billable,Yes
TMS-002723,2025-10-01,PRJ-0222,CON-048,QA Review,101.4,Billable,Yes
TMS-002724,2025-09-01,PRJ-0222,CON-048,Internal Training,168.8,Non-Billable,Yes
TMS-002725,2025-07-01,PRJ-0222,CON-077,Delivery,88.5,Billable,Yes
TMS-002726,2025-07-01,PRJ-0222,CON-048,Delivery,192.3,Billable,Yes
TMS-002727,2025-06-01,PRJ-0222,CON-077,Delivery,12.3,Billable,Yes
TMS-002728,2025-08-01,PRJ-0222,CON-077,Admin,151.4,Non-Billable,Yes
TMS-002729,2025-06-01,PRJ-0222,CON-048,Admin,149,Non-Billable,Yes
TMS-002730,2025-10-01,PRJ-0222,CON-048,Client Workshop,170.8,Billable,Yes
TMS-002731,2025-07-01,PRJ-0222,CON-003,Sales Support,193.8,Non-Billable,Yes
TMS-002732,2025-02-01,PRJ-0223,CON-057,Analysis,89,Billable,Yes
TMS-002733,2025-02-01,PRJ-0223,CON-057,Delivery,172.3,Billable,No
TMS-002734,2025-01-01,PRJ-0223,CON-057,Delivery,14.8,Billable,Yes
TMS-002735,2025-03-01,PRJ-0223,CON-013,QA Review,38.7,Billable,Yes
TMS-002736,2025-02-01,PRJ-0223,CON-013,Delivery,68.8,Billable,Yes
TMS-002737,2025-04-01,PRJ-0223,CON-058,Analysis,105.4,Billable,Yes
TMS-002738,2025-04-01,PRJ-0223,CON-013,Delivery,21.6,Billable,Yes
TMS-002739,2025-01-01,PRJ-0223,CON-013,QA Review,18.3,Billable,Yes
TMS-002740,2025-03-01,PRJ-0223,CON-057,QA Review,118.4,Billable,Yes
TMS-002741,2025-03-01,PRJ-0223,CON-013,Analysis,93.9,Billable,Yes
TMS-002742,2025-02-01,PRJ-0223,CON-057,Delivery,158.9,,Yes
TMS-002743,2025-01-01,PRJ-0223,CON-057,Delivery,111.3,Billable,Yes
TMS-002744,2025-04-01,PRJ-0223,CON-058,Delivery,166.3,Billable,Yes
TMS-002745,2025-02-01,PRJ-0223,CON-013,Client Workshop,86.7,Billable,Yes
TMS-002746,2025-03-01,PRJ-0223,CON-057,Delivery,114.3,,Yes
TMS-002747,2025-02-01,PRJ-0223,CON-057,Sales Support,22.7,Non-Billable,Yes
TMS-002748,2025-04-01,PRJ-0223,CON-058,QA Review,143.4,Billable,Yes
TMS-002749,2025-02-01,PRJ-0223,CON-057 ,Analysis,94,Billable,Yes
TMS-002750,2025-04-01,PRJ-0223,CON-057,Analysis,19.9,Billable,Yes
TMS-002751,2025-02-01,PRJ-0223,CON-058,Client Workshop,180.7,Billable,No
TMS-002752,2025-02-01,PRJ-0223,CON-058,Delivery,70.5,Billable,Yes
TMS-002753,2025-04-01,PRJ-0223,CON-057,Analysis,47.5,Billable,Yes
TMS-002754,2025-11-01,PRJ-0224,CON-020,Client Workshop,23.1,Billable,Yes
TMS-002755,2025-11-01,PRJ-0224,CON-020,Internal Training,54.7,Non-Billable,Yes
TMS-002756,2025-11-01,PRJ-0224,CON-006,Delivery,60.7,Billable,Yes
TMS-002757,2025-11-01,PRJ-0224,CON-020,Analysis,195.9,Billable,Yes
TMS-002758,2025-11-01,PRJ-0224,CON-020,Delivery,12.9,,Yes
TMS-002759,2025-12-01,PRJ-0224,CON-006,Analysis,30.4,Billable,Yes
TMS-002760,2025-11-01,PRJ-0224,CON-020,Analysis,9.4,Billable,Yes
TMS-002761,2025-10-01,PRJ-0224,CON-020,Delivery,2,Billable,Yes
TMS-002762,2023-12-01,PRJ-0225,CON-066,Analysis,78.3,Billable,Yes
TMS-002763,2023-11-01,PRJ-0225,CON-066,Admin,67.1,Non-Billable,Yes
TMS-002764,2023-12-01,PRJ-0225,CON-015,Admin,74.5,Non-Billable,Yes
TMS-002765,2023-11-01,PRJ-0225,CON-015,Delivery,43.7,Billable,Yes
TMS-002766,2023-12-01,PRJ-0225,CON-066,Client Workshop,123.3,Billable,Yes
TMS-002767,2023-10-01,PRJ-0225,CON-039,QA Review,140.7,Billable,Yes
TMS-002768,2023-12-01,PRJ-0225,CON-039,Analysis,154.8,Billable,Yes
TMS-002769,2023-12-01,PRJ-0225,CON-066,Delivery,103.3,Billable,No
TMS-002770,2023-11-01,PRJ-0225,CON-066,Delivery,68.1,Billable,Yes
TMS-002771,2023-10-01,PRJ-0225,CON-066,Delivery,51.9,Billable,Yes
TMS-002772,2023-11-01,PRJ-0225,CON-066,Delivery,200,Billable,Yes
TMS-002773,2023-11-01,PRJ-0225,CON-015,Client Workshop,148.8,Billable,Yes
TMS-002774,2023-11-01,PRJ-0225,CON-066,Delivery,126.2,Billable,Yes
TMS-002775,2023-11-01,PRJ-0225,CON-066,Delivery,90.1,Billable,Yes
TMS-002776,2023-12-01,PRJ-0225,CON-039,Client Workshop,21.7,Billable,Yes
TMS-002777,2023-11-01,PRJ-0225,CON-039,Internal Training,162.6,Non-Billable,Yes
TMS-002778,2023-11-01,PRJ-0225,CON-015,Internal Training,16.9,Non-Billable,Yes
TMS-002779,2024-01-01,PRJ-0225,CON-066,Analysis,30.4,Billable,Yes
TMS-002780,2023-10-01,PRJ-0225,CON-015,Delivery,19.8,Billable,Yes
TMS-002781,2023-06-01,PRJ-0226,CON-005,Delivery,179.8,Billable,Yes
TMS-002782,2023-07-01,PRJ-0226,CON-052,Delivery,76.3,Billable,Yes
TMS-002783,2023-07-01,PRJ-0226,CON-052,Analysis,31.2,Billable,Yes
TMS-002784,2023-06-01,PRJ-0226,CON-038,Client Workshop,39.5,Billable,Yes
TMS-002785,2025-06-01,PRJ-0227,CON-014,Client Workshop,45.5,Billable,Yes
TMS-002786,2025-06-01,PRJ-0227,CON-022,QA Review,81,Billable,Yes
TMS-002787,2025-08-01,prj-0227,CON-022,Delivery,30.6,Billable,Yes
TMS-002788,2025-08-01,PRJ-0227,CON-022,Delivery,142.2,Billable,Yes
TMS-002789,2025-05-01,PRJ-0227,CON-022,Client Workshop,31,Billable,Yes
TMS-002790,2025-05-01,PRJ-0227,CON-014,Delivery,32.2,Billable,Yes
TMS-002791,2025-08-01,PRJ-0227,CON-036,Sales Support,181.6,Non-Billable,Yes
TMS-002792,2025-06-01,PRJ-0227,CON-015,Admin,88.4,Non-Billable,Yes
TMS-002793,2025-05-01,PRJ-0227,con-014,Delivery,118,Billable,Yes
TMS-002794,2025-08-01,PRJ-0227,CON-036,Delivery,140.6,Billable,Yes
TMS-002795,2025-07-01,PRJ-0227 ,CON-022,Analysis,91.9,Billable,Yes
TMS-002796,2025-07-01,PRJ-0227,CON-014,QA Review,38.3,Billable,Yes
TMS-002797,2025-08-01,PRJ-0227,CON-015,Analysis,103.9,Billable,Yes
TMS-002798,2025-05-01,PRJ-0227,CON-015,Sales Support,125.5,Non-Billable,Yes
TMS-002799,2025-08-01,PRJ-0227,CON-014,Delivery,110.7,Billable,Yes
TMS-002800,2025-06-01,PRJ-0227,CON-014,Analysis,110,Billable,Yes
TMS-002801,2025-08-01,PRJ-0227,CON-022,Delivery,43.7,Billable,Yes
TMS-002802,2025-09-01,PRJ-0227,CON-036,Client Workshop,24.7,Billable,No
TMS-002803,2025-07-01,PRJ-0227,CON-015,Client Workshop,60.6,Billable,Yes
TMS-002804,2024-08-01,PRJ-0228,CON-015,Delivery,79,Billable,Yes
TMS-002805,2024-08-01,PRJ-0228,CON-029,Delivery,14,Billable,Yes
TMS-002806,2024-08-01,PRJ-0228,CON-029,Analysis,31.5,Billable,Yes
TMS-002807,2024-08-01,PRJ-0228,CON-015,Delivery,23.4,Billable,No
TMS-002808,2024-07-01,PRJ-0228,CON-026,Analysis,14.5,Billable,Yes
TMS-002809,2024-08-01,PRJ-0228,CON-026,Delivery,13.7,Billable,Yes
TMS-002810,2023-05-01,PRJ-0229,CON-035,Analysis,82.4,Billable,Yes
TMS-002811,2023-04-01,PRJ-0229,CON-038,Delivery,45.8,Billable,Yes
TMS-002812,2023-03-01,PRJ-0229,CON-035,Analysis,151.7,Billable,Yes
TMS-002813,2023-05-01,PRJ-0229,CON-035,Delivery,52.8,Billable,Yes
TMS-002814,2023-07-01,PRJ-0229,CON-038,Analysis,79.5,Billable,Yes
TMS-002815,2023-05-01,PRJ-0229,CON-035,Sales Support,12.1,Non-Billable,Yes
TMS-002816,2023-04-01,PRJ-0229,CON-035,Analysis,162.1,Billable,Yes
TMS-002817,2023-03-01,PRJ-0229,CON-038,Delivery,162.6,Billable,Yes
TMS-002818,2023-07-01,PRJ-0229,CON-035,Analysis,112.5,Billable,Yes
TMS-002819,2023-06-01,PRJ-0229,CON-038,Sales Support,158.3,Non-Billable,Yes
TMS-002820,2023-04-01,PRJ-0229,CON-038,Analysis,101.9,Billable,Yes
TMS-002821,2023-05-01,PRJ-0229,CON-038,Admin,20.1,Non-Billable,Yes
TMS-002822,2023-07-01,PRJ-0230,CON-006,Sales Support,106.9,Non-Billable,Yes
TMS-002823,2023-03-01,PRJ-0230,CON-051,Analysis,160.6,Billable,Yes
TMS-002824,2023-05-01,PRJ-0230,con-023,Delivery,73.5,Billable,Yes
TMS-002825,2023-06-01,PRJ-0230,CON-042,Analysis,157.1,Billable,Yes
TMS-002826,2023-06-01,PRJ-0230,CON-006,Delivery,126.4,Billable,Yes
TMS-002827,2023-03-01,PRJ-0230,CON-051,QA Review,140.4,Billable,Yes
TMS-002828,2023-03-01,PRJ-0230,CON-042,Analysis,65.8,Billable,Yes
TMS-002829,2023-07-01,PRJ-0230,CON-051,Client Workshop,26.5,Billable,Yes
TMS-002830,2023-03-01,PRJ-0230,con-006,Delivery,61.9,Billable,Yes
TMS-002831,2023-03-01,PRJ-0230,CON-006,Analysis,12,Billable,Yes
TMS-002832,2023-03-01,PRJ-0230,CON-006,QA Review,124.3,Billable,Yes
TMS-002833,2023-06-01,PRJ-0230,CON-023,Analysis,61.2,Billable,Yes
TMS-002834,2023-05-01,PRJ-0230,CON-051,Client Workshop,183.1,Billable,Yes
TMS-002835,2023-06-01,PRJ-0230,CON-023,Admin,71.6,Non-Billable,Yes
TMS-002836,2023-05-01,PRJ-0230,CON-042,Delivery,134.3,Billable,Yes
TMS-002837,2023-03-01,PRJ-0230,CON-006,QA Review,145,Billable,Yes
TMS-002838,2023-04-01,PRJ-0230,CON-006,Delivery,178.5,Billable,Yes
TMS-002839,2023-06-01,PRJ-0230,CON-023,Delivery,46.7,Billable,Yes
TMS-002840,2023-06-01,PRJ-0230,CON-023,Analysis,90.9,Billable,Yes
TMS-002841,2023-04-01,PRJ-0230,CON-042,QA Review,174.5,Billable,Yes
TMS-002842,2023-04-01,PRJ-0230,CON-051,Delivery,17.5,Billable,Yes
TMS-002843,2023-03-01,PRJ-0230,CON-051,Sales Support,19.7,Non-Billable,Yes
TMS-002844,2023-03-01,PRJ-0230,CON-042,Delivery,22.2,Billable,Yes
TMS-002845,2023-04-01,PRJ-0230,CON-006,Admin,11,Non-Billable,Yes
TMS-002846,2023-03-01,PRJ-0230,CON-023,Client Workshop,2,Billable,Yes
TMS-002847,2024-07-01,PRJ-0231,CON-032,Delivery,92.1,Billable,Yes
TMS-002848,2025-01-01,PRJ-0231,CON-032,Delivery,143.7,Billable,Yes
TMS-002849,2024-11-01,PRJ-0231,CON-017,Delivery,102.6,Billable,Yes
TMS-002850,2024-11-01,PRJ-0231,CON-017,Delivery,120,Billable,Yes
TMS-002851,2024-10-01,PRJ-0231, CON-017 ,Client Workshop,94.4,Billable,Yes
TMS-002852,2024-10-01,PRJ-0231,CON-017,Delivery,109.1,Billable,Yes
TMS-002853,2024-09-01,PRJ-0231,CON-017,QA Review,74.5,,Yes
TMS-002854,2024-09-01,PRJ-0231,CON-032,Analysis,142.1,Billable,Yes
TMS-002855,2024-08-01,PRJ-0231,CON-032,Delivery,92.2,,Yes
TMS-002856,2024-07-01,PRJ-0231,CON-032,Delivery,124.4,Billable,Yes
TMS-002857,2025-01-01,PRJ-0231,CON-032,Delivery,159,Billable,Yes
TMS-002858,2024-08-01,PRJ-0231,CON-017,Admin,154.8,Non-Billable,Yes
TMS-002859,2024-12-01,PRJ-0231,CON-017,Client Workshop,59.7,Billable,Yes
TMS-002860,2024-07-01,PRJ-0231,CON-032,Analysis,173.1,Billable,Yes
TMS-002861,2024-08-01,PRJ-0231,CON-017,Delivery,197.2,Billable,Yes
TMS-002862,2024-08-01,PRJ-0231,CON-032,Delivery,20.5,Billable,Yes
TMS-002863,2024-08-01,PRJ-0231,CON-032,Delivery,2,Billable,Yes
TMS-002864,2025-02-01,PRJ-0232,CON-038,QA Review,49,Billable,Yes
TMS-002865,2025-02-01,PRJ-0232,CON-006,Delivery,170.6,Billable,No
TMS-002866,2025-02-01,PRJ-0232,CON-006,Delivery,143,Billable,Yes
TMS-002867,2025-01-01,PRJ-0232,CON-006,QA Review,13.6,Billable,Yes
TMS-002868,2025-01-01,PRJ-0232,CON-038,Admin,139.6,Non-Billable,Yes
TMS-002869,2025-02-01,PRJ-0232,CON-038,QA Review,24.6,Billable,Yes
TMS-002870,2025-01-01,PRJ-0232,CON-006,Analysis,88,Billable,No
TMS-002871,2025-02-01,PRJ-0232,CON-038,Internal Training,56.9,Non-Billable,Yes
TMS-002872,2025-02-01,PRJ-0232,CON-038,Delivery,64.9,Billable,Yes
TMS-002873,2025-01-01,PRJ-0232,con-038 ,Analysis,152.4,Billable,Yes
TMS-002874,2025-02-01,PRJ-0232,CON-038,Analysis,79,Billable,Yes
TMS-002875,2025-01-01,PRJ-0232,CON-038,Delivery,158.6,Billable,Yes
TMS-002876,2025-01-01,PRJ-0232,CON-038,Delivery,68.4,Billable,Yes
TMS-002877,2025-03-01,PRJ-0232,CON-038,QA Review,22.9,Billable,Yes
TMS-002878,2025-02-01,PRJ-0232,CON-038,Delivery,31.4,Billable,Yes
TMS-002879,2025-02-01,PRJ-0232,CON-038,Delivery,79.5,Billable,Yes
TMS-002880,2025-02-01,PRJ-0232,CON-038,Sales Support,84.5,Non-Billable,Yes
TMS-002881,2025-01-01,PRJ-0232,CON-006,Delivery,162.8,Billable,Yes
TMS-002882,2025-02-01,PRJ-0232,CON-006,QA Review,16.4,Billable,Yes
TMS-002883,2025-02-01,PRJ-0232,CON-006,Delivery,88.5,Billable,Yes
TMS-002884,2025-02-01,PRJ-0232,CON-038,Analysis,171.2,Billable,Yes
TMS-002885,2025-02-01,PRJ-0232,CON-038,Delivery,17.8,,Yes
TMS-002886,2025-01-01,PRJ-0232,CON-006,Delivery,90.4,Billable,Yes
TMS-002887,2025-08-01,PRJ-0233,CON-078,Delivery,102.9,Billable,Yes
TMS-002888,2025-06-01,PRJ-0233,CON-041,Internal Training,194.1,Non-Billable,Yes
TMS-002889,2025-07-01,PRJ-0233,CON-041,Delivery,174.2,Billable,Yes
TMS-002890,2025-07-01,PRJ-0233,CON-078,Delivery,164.4,Billable,Yes
